标题,里程,日期,地区,会员,原价,现价,过户情况
宝马X6 2008款 xDrive35i,12万公里,2010-05,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系GT 2013款 320i 领先型,7.6万公里,2015-10,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系 2017款 320Li 时尚型,7万公里,2017-08,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马5系 2013款 525Li 领先型,9万公里,2013-01,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马X4 2014款 xDrive20i X设计套装,10.8万公里,2014-10,宁波,1年会员,15.00,53.17万,0次过户
宝马3系 2014款 320i 时尚型,6.13万公里,2014-07,杭州,1年会员,11.40,37.23万,无
宝马iX3 2021款 创领型,2.4万公里,2021-03,台州,1年黄金会员,28.98,47.75万,无
宝马3系 2019款 320Li 时尚型,7.31万公里,2019-01,杭州,1年会员,17.08,34.39万,无
宝马3系 2015款 316Li 时尚型,5.24万公里,2015-08,杭州,1年会员,11.38,34.93万,0次过户
宝马4系 2014款 428i 敞篷风尚设计套装,6.8万公里,2014-07,宁波,1年会员,11.38,34.93万,0次过户
宝马X4 2014款 xDrive20i X设计套装,6.5万公里,2015-04,宁波,1年会员,11.38,34.93万,0次过户
宝马X1 2019款 sDrive18Li 时尚型,4.2万公里,2019-06,宁波,1年会员,11.38,34.93万,0次过户
宝马5系 2018款 528Li 上市特别版,6万公里,2018-02,宁波,1年会员,11.38,34.93万,0次过户
宝马7系 2018款 730Li 领先型 卓越套装,9.7万公里,2017-06,宁波,1年会员,35.80,87.71万,0次过户
宝马X1 2018款 sDrive18Li 尊享型,6.3万公里,2017-07,宁波,2年会员,11.88,32.98万,0次过户
宝马3系 2010款 318i 领先型,8.2万公里,2010-10,宁波,2年会员,4.20,31.80万,0次过户
宝马M4 2021款 M4双门轿跑车 M xDrive 雷霆版,1.5万公里,2022-03,宁波,2年会员,4.20,31.80万,0次过户
宝马7系 2016款 730Li 领先型,9.5万公里,2016-06,宁波,2年会员,4.20,31.80万,0次过户
宝马X1 2016款 sDrive18Li 尊享型,9.7万公里,2016-07,宁波,2年会员,4.20,31.80万,0次过户
宝马3系 2017款 320Li 时尚型,6.8万公里,2017-04,宁波,2年会员,4.20,31.80万,0次过户
宝马X5(进口) 2008款 xDrive30i豪华型,15万公里,2008-07,杭州,2年会员,8.28,98.45万,无
宝马5系 2014款 525Li 领先型,12.8万公里,2014-01,宁波,1年会员,14.50,50.65万,无
宝马5系 2014款 525Li 领先型,10.5万公里,2015-01,宁波,1年会员,14.50,50.65万,0次过户
宝马2系旅行车 2016款 218i 时尚型,6.2万公里,2016-08,宁波,1年会员,7.90,25.49万,0次过户
宝马X5(进口) 2017款 xDrive35i M豪华运动型,6.56万公里,2017-12,宁波,1年会员,7.90,25.49万,0次过户
宝马5系 2014款 525Li 豪华设计套装,9.2万公里,2014-08,宁波,1年会员,7.90,25.49万,0次过户
宝马7系 2019款 730Li M运动套装,0.86万公里,2022-06,宁波,1年会员,7.90,25.49万,0次过户
宝马5系 2014款 525Li 领先型,8.5万公里,2015-09,宁波,1年会员,14.50,50.65万,0次过户
宝马1系(进口) 2012款 118i 运动型,7.5万公里,2012-01,宁波,1年会员,6.20,33.22万,无
宝马7系 2011款 730Li典雅型,11万公里,2011-09,杭州,1年会员,6.20,33.22万,无
宝马X3(进口) 2009款 xDrive25i豪华增配型,20万公里,2010-10,杭州,1年会员,4.00,63.07万,无
宝马4系 2014款 428i 敞篷风尚设计套装,5.2万公里,2015-01,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2023款 320Li M运动套装,0.65万公里,2022-01,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2020款 325Li M运动曜夜套装,3.1万公里,2019-09,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2020款 325Li M运动曜夜套装,0.9万公里,2019-09,宁波,1年会员,20.50,73.38万,0次过户
宝马5系 2021款 525Li M运动套装,4.8万公里,2021-01,宁波,1年会员,20.50,73.38万,0次过户
宝马4系 2016款 420i 敞篷时尚型,5.8万公里,2016-11,温州,1年会员,22.80,61.87万,0次过户
宝马X3 2022款 xDrive30i 领先型 M曜夜套装,4.8万公里,2021-01,宁波,1年会员,22.80,61.87万,0次过户
宝马X5(进口) 2017款 xDrive35i M运动型,9万公里,2017-02,宁波,1年会员,33.80,99.65万,无
宝马X4 2019款 xDrive25i M运动套装,3.8万公里,2018-12,宁波,1年会员,33.80,99.65万,无
宝马5系 2012款 520Li 典雅型,15万公里,2012-07,嘉兴,1年会员,33.80,99.65万,无
宝马3系 2014款 320i 进取型,10万公里,2013-12,杭州,2年会员,10.88,34.74万,0次过户
宝马5系 2021款 530Li 尊享型 M运动套装,2万公里,2021-04,宁波,1年会员,36.80,55.02万,准新车-0次过户
宝马3系 2013款 320Li 时尚型,8.69万公里,2012-12,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马1系 2021款 120i M运动曜夜版,1万公里,2021-02,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马X5(进口) 2018款 xDrive28i,6万公里,2017-11,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马X5 M 2020款 X5 M,0.9万公里,2021-08,宁波,7年黄金会员,109.00,156.19万,新上架-准新车
宝马7系 2005款 740Li,20万公里,2006-01,杭州,4年会员,3.18,135.90万,新上架
宝马1系(进口) 2010款 120i运动限量版,11万公里,2010-09,杭州,4年会员,3.68,32.46万,新上架-0次过户
宝马2系 2018款 220i 敞篷轿跑车 运动设计套装,4.1万公里,2018-08,杭州,1年会员,16.78,31.89万,0次过户
宝马X3 2020款  xDrive28i M运动套装,5.64万公里,2020-01,杭州,1年会员,29.18,46.22万,0次过户
宝马1系 2017款 118i 时尚型,6.6万公里,2017-04,杭州,1年会员,8.50,22.23万,0次过户
宝马5系 2018款 525Li M运动套装,9.4万公里,2018-08,杭州,1年会员,27.80,47.42万,0次过户
宝马3系 2017款 320i M运动型,9.31万公里,2016-11,丽水,1年会员,13.58,34.74万,0次过户
宝马5系 2018款 530Li 领先型 豪华套装,9.2万公里,2018-02,丽水,1年会员,28.80,51.98万,0次过户
宝马X3 2020款  xDrive28i M运动套装,5.4万公里,2020-08,丽水,1年会员,29.98,46.22万,0次过户-原厂质保
宝马X6 2008款 xDrive35i,12万公里,2010-05,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系GT 2013款 320i 领先型,7.6万公里,2015-10,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系 2017款 320Li 时尚型,7万公里,2017-08,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马5系 2013款 525Li 领先型,9万公里,2013-01,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马X4 2014款 xDrive20i X设计套装,10.8万公里,2014-10,宁波,1年会员,15.00,53.17万,0次过户
宝马3系 2014款 320i 时尚型,6.13万公里,2014-07,杭州,1年会员,11.40,37.23万,无
宝马iX3 2021款 创领型,2.4万公里,2021-03,台州,1年黄金会员,28.98,47.75万,无
宝马3系 2019款 320Li 时尚型,7.31万公里,2019-01,杭州,1年会员,17.08,34.39万,无
宝马3系 2015款 316Li 时尚型,5.24万公里,2015-08,杭州,1年会员,11.38,34.93万,0次过户
宝马4系 2014款 428i 敞篷风尚设计套装,6.8万公里,2014-07,宁波,1年会员,11.38,34.93万,0次过户
宝马X4 2014款 xDrive20i X设计套装,6.5万公里,2015-04,宁波,1年会员,11.38,34.93万,0次过户
宝马X1 2019款 sDrive18Li 时尚型,4.2万公里,2019-06,宁波,1年会员,11.38,34.93万,0次过户
宝马5系 2018款 528Li 上市特别版,6万公里,2018-02,宁波,1年会员,11.38,34.93万,0次过户
宝马7系 2018款 730Li 领先型 卓越套装,9.7万公里,2017-06,宁波,1年会员,35.80,87.71万,0次过户
宝马X1 2018款 sDrive18Li 尊享型,6.3万公里,2017-07,宁波,2年会员,11.88,32.98万,0次过户
宝马3系 2010款 318i 领先型,8.2万公里,2010-10,宁波,2年会员,4.20,31.80万,0次过户
宝马M4 2021款 M4双门轿跑车 M xDrive 雷霆版,1.5万公里,2022-03,宁波,2年会员,4.20,31.80万,0次过户
宝马7系 2016款 730Li 领先型,9.5万公里,2016-06,宁波,2年会员,4.20,31.80万,0次过户
宝马X1 2016款 sDrive18Li 尊享型,9.7万公里,2016-07,宁波,2年会员,4.20,31.80万,0次过户
宝马3系 2017款 320Li 时尚型,6.8万公里,2017-04,宁波,2年会员,4.20,31.80万,0次过户
宝马X5(进口) 2008款 xDrive30i豪华型,15万公里,2008-07,杭州,2年会员,8.28,98.45万,无
宝马5系 2014款 525Li 领先型,12.8万公里,2014-01,宁波,1年会员,14.50,50.65万,无
宝马5系 2014款 525Li 领先型,10.5万公里,2015-01,宁波,1年会员,14.50,50.65万,0次过户
宝马2系旅行车 2016款 218i 时尚型,6.2万公里,2016-08,宁波,1年会员,7.90,25.49万,0次过户
宝马X5(进口) 2017款 xDrive35i M豪华运动型,6.56万公里,2017-12,宁波,1年会员,7.90,25.49万,0次过户
宝马5系 2014款 525Li 豪华设计套装,9.2万公里,2014-08,宁波,1年会员,7.90,25.49万,0次过户
宝马7系 2019款 730Li M运动套装,0.86万公里,2022-06,宁波,1年会员,7.90,25.49万,0次过户
宝马5系 2014款 525Li 领先型,8.5万公里,2015-09,宁波,1年会员,14.50,50.65万,0次过户
宝马1系(进口) 2012款 118i 运动型,7.5万公里,2012-01,宁波,1年会员,6.20,33.22万,无
宝马7系 2011款 730Li典雅型,11万公里,2011-09,杭州,1年会员,6.20,33.22万,无
宝马X3(进口) 2009款 xDrive25i豪华增配型,20万公里,2010-10,杭州,1年会员,4.00,63.07万,无
宝马4系 2014款 428i 敞篷风尚设计套装,5.2万公里,2015-01,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2023款 320Li M运动套装,0.65万公里,2022-01,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2020款 325Li M运动曜夜套装,3.1万公里,2019-09,宁波,1年会员,20.50,73.38万,0次过户
宝马3系 2020款 325Li M运动曜夜套装,0.9万公里,2019-09,宁波,1年会员,20.50,73.38万,0次过户
宝马5系 2021款 525Li M运动套装,4.8万公里,2021-01,宁波,1年会员,20.50,73.38万,0次过户
宝马4系 2016款 420i 敞篷时尚型,5.8万公里,2016-11,温州,1年会员,22.80,61.87万,0次过户
宝马X3 2022款 xDrive30i 领先型 M曜夜套装,4.8万公里,2021-01,宁波,1年会员,22.80,61.87万,0次过户
宝马X5(进口) 2017款 xDrive35i M运动型,9万公里,2017-02,宁波,1年会员,33.80,99.65万,无
宝马X4 2019款 xDrive25i M运动套装,3.8万公里,2018-12,宁波,1年会员,33.80,99.65万,无
宝马5系 2012款 520Li 典雅型,15万公里,2012-07,嘉兴,1年会员,33.80,99.65万,无
宝马3系 2014款 320i 进取型,10万公里,2013-12,杭州,2年会员,10.88,34.74万,0次过户
宝马5系 2021款 530Li 尊享型 M运动套装,2万公里,2021-04,宁波,1年会员,36.80,55.02万,准新车-0次过户
宝马3系 2013款 320Li 时尚型,8.69万公里,2012-12,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马1系 2021款 120i M运动曜夜版,1万公里,2021-02,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马X5(进口) 2018款 xDrive28i,6万公里,2017-11,宁波,1年黄金会员,8.58,38.49万,新上架-0次过户
宝马X5 M 2020款 X5 M,0.9万公里,2021-08,宁波,7年黄金会员,109.00,156.19万,新上架-准新车
宝马7系 2005款 740Li,20万公里,2006-01,杭州,4年会员,3.18,135.90万,新上架
宝马1系(进口) 2010款 120i运动限量版,11万公里,2010-09,杭州,4年会员,3.68,32.46万,新上架-0次过户
宝马2系 2018款 220i 敞篷轿跑车 运动设计套装,4.1万公里,2018-08,杭州,1年会员,16.78,31.89万,0次过户
宝马X3 2020款  xDrive28i M运动套装,5.64万公里,2020-01,杭州,1年会员,29.18,46.22万,0次过户
宝马1系 2017款 118i 时尚型,6.6万公里,2017-04,杭州,1年会员,8.50,22.23万,0次过户
宝马5系 2018款 525Li M运动套装,9.4万公里,2018-08,杭州,1年会员,27.80,47.42万,0次过户
宝马3系 2017款 320i M运动型,9.31万公里,2016-11,丽水,1年会员,13.58,34.74万,0次过户
宝马5系 2018款 530Li 领先型 豪华套装,9.2万公里,2018-02,丽水,1年会员,28.80,51.98万,0次过户
宝马X3 2020款  xDrive28i M运动套装,5.4万公里,2020-08,丽水,1年会员,29.98,46.22万,0次过户-原厂质保
宝马X6 2008款 xDrive35i,12万公里,2010-05,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系GT 2013款 320i 领先型,7.6万公里,2015-10,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马3系 2017款 320Li 时尚型,7万公里,2017-08,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马5系 2013款 525Li 领先型,9万公里,2013-01,宁波,1年会员,29.98,46.22万,0次过户-原厂质保
宝马X4 2014款 xDrive20i X设计套装,10.8万公里,2014-10,宁波,1年会员,15.00,53.17万,0次过户
宝马3系 2014款 320i 时尚型,6.13万公里,2014-07,杭州,1年会员,11.40,37.23万,无
宝马iX3 2021款 创领型,2.4万公里,2021-03,台州,1年黄金会员,28.98,47.75万,无
宝马3系 2019款 320Li 时尚型,7.31万公里,2019-01,杭州,1年会员,17.08,34.39万,无
宝马3系 2015款 316Li 时尚型,5.24万公里,2015-08,杭州,1年会员,11.38,34.93万,0次过户
宝马1系 2017款 118i 设计套装型,8万公里,2017-09,绍兴,2年黄金会员,9.60,28.20万,0次过户
宝马M4 2021款 M4双门轿跑车 雷霆版,1万公里,2022-01,杭州,7年黄金会员,96.80,95.51万,新上架-准新车
宝马3系GT 2013款 328i 风尚设计套装,9万公里,2016-06,温州,4年黄金会员,18.58,57.75万,无
宝马1系M 2011款 1M Coupe,6.4万公里,2012-03,金华,4年黄金会员,35.80,64.91万,无
宝马X3 2020款 xDrive25i M运动套装,4万公里,2020-04,宁波,1年黄金会员,29.88,42.31万,0次过户-原厂质保
宝马1系 2019款 118i M运动套装,7万公里,2019-09,丽水,1年会员,11.88,24.29万,0次过户
宝马3系 2018款 320Li 时尚型,6万公里,2017-12,温州,3年黄金会员,14.80,35.15万,0次过户
宝马3系 2017款 320Li 时尚型,4.8万公里,2017-07,宁波,1年黄金会员,14.80,35.38万,0次过户
宝马5系 2019款 530Li 领先型 豪华套装,5.1万公里,2019-06,温州,3年黄金会员,32.80,50.36万,0次过户
宝马4系 2017款 425i 敞篷M运动套装,4万公里,2018-07,宁波,1年黄金会员,24.88,56.10万,无
宝马3系 2020款 325Li M运动套装,4万公里,2019-09,宁波,1年黄金会员,21.50,37.66万,0次过户
宝马5系 2012款 520Li 典雅型,9万公里,2012-05,宁波,1年黄金会员,8.88,46.52万,新上架-0次过户
宝马3系 2019款 320Li M运动套装,5万公里,2019-06,温州,1年黄金会员,19.50,36.88万,0次过户
宝马iX3 2021款 创领型,2.23万公里,2021-06,台州,2年黄金会员,28.78,47.75万,准新车-0次过户
宝马X5(进口) 2019款 xDrive40i M运动套装,3.58万公里,2019-08,宁波,2年黄金会员,28.78,47.75万,准新车-0次过户
宝马X1(进口) 2012款 sDrive18i豪华型,10万公里,2013-02,绍兴,5年黄金会员,6.60,39.84万,0次过户
宝马X1(进口) 2010款 sDrive18i豪华型,8万公里,2012-07,绍兴,2年黄金会员,6.88,39.84万,0次过户
宝马5系 2018款 525Li M运动套装,7万公里,2018-06,温州,1年黄金会员,28.80,47.42万,无
宝马X1 2020款 sDrive20Li 尊享型,1万公里,2020-10,温州,3年黄金会员,17.80,32.22万,0次过户-原厂质保
宝马X1 2020款 sDrive20Li 尊享型,3万公里,2020-01,丽水,3年黄金会员,17.80,32.22万,0次过户-原厂质保
宝马3系 2021款 改款 325i M运动套装,1.2万公里,2021-06,宁波,1年会员,25.50,34.07万,准新车-原厂质保
宝马3系 2021款 325Li M运动套装,1.7万公里,2021-04,宁波,1年会员,22.18,37.66万,准新车-0次过户
宝马4系 2014款 420i 设计套装型,8.99万公里,2014-12,宁波,1年会员,14.50,57.31万,无
宝马5系 2014款 520Li 典雅型,10万公里,2015-12,温州,4年会员,15.88,47.28万,新上架-0次过户
宝马5系 2018款 530Li 领先型 M运动套装,8万公里,2018-02,宁波,4年会员,15.88,47.28万,新上架-0次过户
宝马3系 2015款 320Li 超悦版时尚型,7.8万公里,2015-06,宁波,4年会员,15.88,47.28万,新上架-0次过户
宝马5系 2018款 改款 530Li 领先型 M运动套装,5.8万公里,2018-05,宁波,4年会员,15.88,47.28万,新上架-0次过户
宝马5系 2014款 525Li 豪华设计套装,6.6万公里,2015-05,宁波,4年会员,15.88,47.28万,新上架-0次过户
宝马X1(进口) 2010款 xDrive25i,13万公里,2011-10,丽水,1年会员,4.68,51.34万,无
宝马3系 2021款 320Li M运动套装,2万公里,2020-12,宁波,1年会员,22.88,34.62万,0次过户-原厂质保
宝马5系新能源 2022款 535Le 豪华套装,0.01万公里,2022-10,温州,4年会员,42.80,54.26万,准新车-0次过户
宝马7系 2018款 730Li 尊享型 M运动套装,7万公里,2019-05,宁波,4年会员,42.80,54.26万,准新车-0次过户
宝马1系 2017款 118i 运动型,14.3万公里,2017-04,温州,5年黄金会员,7.88,24.94万,新上架-0次过户
宝马1系 2018款 118i 时尚型,5.8万公里,2018-04,宁波,1年会员,9.58,21.69万,新上架-0次过户
宝马1系 2021款 120i M运动曜夜版,2.6万公里,2021-01,宁波,1年会员,12.00,24.62万,新上架-0次过户
宝马3系 2019款 320i M运动套装,6万公里,2018-10,宁波,1年会员,16.30,33.63万,新上架-0次过户
宝马3系 2021款 325Li M运动套装,6.5万公里,2021-02,宁波,1年会员,22.30,37.66万,新上架-0次过户
宝马5系 2012款 523Li 豪华型,11万公里,2012-08,宁波,1年会员,22.30,37.66万,新上架-0次过户
宝马X1 2022款 改款 xDrive25Li 尊享型,1.6万公里,2022-02,台州,6年黄金会员,23.58,36.88万,新上架-准新车
宝马5系 2018款 528Li 上市特别版,9万公里,2017-11,宁波,1年黄金会员,23.88,48.84万,新上架-0次过户
宝马X1 2021款 sDrive20Li 时尚型,1万公里,2021-07,温州,3年黄金会员,16.90,30.37万,新上架-准新车
宝马7系 2008款 730Li经典版,15.5万公里,2008-04,宁波,4年黄金会员,5.00,102.69万,新上架
宝马7系 2019款 730Li M运动套装,3.2万公里,2020-08,宁波,4年黄金会员,5.00,102.69万,新上架
宝马X1 2021款 sDrive25Li 领先型,0.8万公里,2021-10,宁波,4年黄金会员,5.00,102.69万,新上架
宝马5系 2019款 525Li 豪华套装,4.5万公里,2019-04,宁波,4年黄金会员,5.00,102.69万,新上架
宝马5系 2018款 528Li 上市特别版,11万公里,2018-01,温州,1年黄金会员,25.80,48.84万,新上架
宝马5系 2020款 530Li 尊享型 M运动套装,5万公里,2020-06,宁波,3年钻石会员,34.99,55.02万,新上架-0次过户
宝马5系 2010款 520Li 豪华型,9.3万公里,2009-12,宁波,3年黄金会员,4.58,45.98万,新上架-0次过户
宝马X1 2013款 sDrive18i 时尚型,8.9万公里,2013-07,宁波,3年黄金会员,6.58,30.94万,新上架-0次过户
宝马5系 2012款 520Li 典雅型,10.5万公里,2012-07,温州,2年黄金会员,10.28,46.52万,新上架-0次过户
宝马5系 2013款 525Li 豪华型,13.8万公里,2013-05,宁波,2年黄金会员,10.28,46.52万,新上架-0次过户
宝马X5 M 2020款 X5 M,0.9万公里,2021-07,宁波,7年黄金会员,109.00,156.19万,新上架-准新车
